Structure,Broth,Broth,Broth,Broth,Mixed glass,Broth,Broth,Glass wool,Mixed glass,Broth,Mixed glass,Mixed glass,Glass wool,Broth,Mixed glass,Mixed glass,Glass wool,Broth,Glass wool,Glass wool,Mixed glass,Mixed glass,Mixed glass,Glass wool,Glass wool,Mixed glass,Glass wool,Broth,Mixed glass,Glass wool,Mixed glass,Broth,Glass wool,Glass wool,Broth,Glass wool,Broth,Mixed glass,Glass wool,Mixed glass,Glass wool,Broth,Mixed glass,Broth,Mixed glass,Glass wool,Broth,Glass wool,Mixed glass,Mixed glass,Glass wool,Glass wool,Broth,Broth,Broth,Mixed glass,Broth,Glass wool,Broth,Broth,Mixed glass,Glass wool,Glass wool,Broth,Broth,Mixed glass,Glass wool,Glass wool,Mixed glass,Mixed glass,Mixed glass
Substrate,Glucose,Cellobiose,Cellobiose,Glucose,Cellobiose,Cellobiose,Cellobiose,Glucose,Glucose,Glucose,Cellobiose,Cellobiose,Glucose,Glucose,Glucose,Cellobiose,Cellobiose,Cellobiose,Cellobiose,Glucose,Cellobiose,Glucose,Glucose,Cellobiose,Cellobiose,Glucose,Glucose,Glucose,Glucose,Glucose,Glucose,Glucose,Cellobiose,Cellobiose,Glucose,Cellobiose,Glucose,Cellobiose,Cellobiose,Glucose,Glucose,Cellobiose,Cellobiose,Glucose,Cellobiose,Glucose,Glucose,Glucose,Cellobiose,Cellobiose,Glucose,Glucose,Cellobiose,Cellobiose,Cellobiose,Glucose,Glucose,Cellobiose,Cellobiose,Cellobiose,Glucose,Glucose,Glucose,Cellobiose,Glucose,Cellobiose,Cellobiose,Cellobiose,Cellobiose,Cellobiose,Cellobiose
Day,2,1,1,5,2,1,2,2,2,2,5,1,2,1,5,5,5,5,2,5,2,2,5,1,1,1,2,5,2,1,2,1,5,2,2,5,2,5,1,1,5,1,5,5,1,1,5,1,1,2,5,2,2,2,5,1,1,2,5,5,5,1,5,2,1,2,2,5,1,5,1
Sample,BG9,BC7,BC5,BG1,MC11,BC8,BC10,GG9,MG9,BG12,MC3,MC8,GG11,BG6,MG1,MC2,GC3,BC1,GC9,GG1,MC12,MG12,MG2,GC5,GC7,MG8,GG12,BG3,MG10,GG8,MG11,BG8,GC1,GC12,BG10,GC2,BG11,MG4,GC8,MG7,GG2,BC6,MC1,BG2,MG6,GG6,BG4,GG5,MC5,MC9,GG3,GG10,BC9,BC11,BC2,MG5,BG7,GC10,BC3,BC4,MG3,GG7,GG4,BC12,BG5,MC10,GC11,GC4,MC6,MC4,MC7
OTU15,2279.069767,1781.25,966.6666667,83.33333333,200,1400,1684.210526,777.7777778,592.5925926,2129.032258,1511.627907,1766.666667,1805.555556,1658.536585,473.6842105,1607.843137,1200,2850,1069.767442,2188.679245,121.2121212,590.9090909,450.9803922,171.4285714,976.744186,1857.142857,140.3508772,76.92307692,1189.189189,945.9459459,428.5714286,1571.428571,2540,652.173913,2722.222222,1254.237288,2285.714286,1220,897.4358974,47.61904762,1409.090909,160,1440.677966,1851.06383,1228.571429,575.7575758,1500,4500,955.5555556,975,839.2857143,1410.25641,2000,2194.444444,923.0769231,1517.647059,1466.666667,1236.842105,3257.575758,1083.333333,326.0869565,815.7894737,1142.857143,2421.052632,1514.285714,256.4102564,772.7272727,1866.666667,257.1428571,1000,281.25
OTU63,1465.116279,1125,1133.333333,66.66666667,200,1725,1131.578947,777.7777778,444.4444444,1774.193548,1302.325581,2066.666667,916.6666667,1268.292683,877.1929825,1921.568627,1109.090909,1650,1116.27907,1716.981132,121.2121212,750,568.627451,28.57142857,534.8837209,1628.571429,140.3508772,153.8461538,918.9189189,1189.189189,428.5714286,1547.619048,960,565.2173913,1694.444444,1084.745763,1457.142857,1360,666.6666667,0,886.3636364,80,2830.508475,787.2340426,1171.428571,575.7575758,942.3076923,4342.105263,1333.333333,1025,642.8571429,769.2307692,1166.666667,2083.333333,553.8461538,1729.411765,1244.444444,631.5789474,3000,944.4444444,500,657.8947368,821.4285714,1289.473684,885.7142857,205.1282051,590.9090909,1511.111111,457.1428571,981.8181818,375
OTU283,1511.627907,312.5,150,100,25,50,342.1052632,777.7777778,888.8888889,1838.709677,1116.27907,66.66666667,1083.333333,365.8536585,807.0175439,1980.392157,1490.909091,700,232.5581395,5132.075472,60.60606061,681.8181818,392.1568627,0,139.5348837,342.8571429,385.9649123,153.8461538,351.3513514,972.972973,428.5714286,380.952381,1620,304.3478261,1888.888889,932.2033898,1142.857143,1680,51.28205128,142.8571429,1318.181818,0,677.9661017,1893.617021,371.4285714,727.2727273,1307.692308,1078.947368,111.1111111,425,1803.571429,1384.615385,452.3809524,527.7777778,246.1538462,3882.352941,400,184.2105263,2166.666667,666.6666667,434.7826087,421.0526316,2410.714286,578.9473684,400,128.2051282,295.4545455,2044.444444,28.57142857,909.0909091,0
OTU1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54385965,19.60784314,0,25,0,0,0,0,0,0,23.25581395,0,0,0,27.02702703,0,0,0,20,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,38.46153846,26.31578947,0,0,0,0,0,0,15.38461538,23.52941176,0,0,0,0,0,0,0,0,28.57142857,0,0,22.22222222,0,0,31.25
OTU6,19790.69767,6781.25,3800,1916.666667,2125,6925,12947.36842,11750,11259.25926,14709.67742,27627.90698,7400,17166.66667,6219.512195,16315.78947,41235.29412,36000,24550,9651.162791,70962.26415,1090.909091,12977.27273,8901.960784,1000,6860.465116,6885.714286,4929.824561,3692.307692,5000,10513.51351,5228.571429,5619.047619,44140,7652.173913,24777.77778,28728.81356,19142.85714,29780,6051.282051,666.6666667,29568.18182,200,22220.33898,24063.82979,5857.142857,9515.151515,20788.46154,28605.26316,4800,14225,23517.85714,21769.23077,11761.90476,15500,10676.92308,59847.05882,5800,13052.63158,33045.45455,17555.55556,8456.521739,5552.631579,36321.42857,14184.21053,6542.857143,2564.102564,9636.363636,49577.77778,2771.428571,20490.90909,2281.25
OTU2229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,16.94915254,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.86792453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1528,23.25581395,0,0,0,0,50,0,27.77777778,0,0,69.76744186,0,0,0,0,0,54.54545455,150,0,37.73584906,0,0,0,0,0,0,17.54385965,0,0,0,0,0,120,0,27.77777778,0,28.57142857,40,0,0,45.45454545,0,101.6949153,106.3829787,0,30.3030303,38.46153846,26.31578947,0,25,17.85714286,25.64102564,71.42857143,27.77777778,15.38461538,176.4705882,0,0,60.60606061,111.1111111,0,0,0,0,28.57142857,0,22.72727273,22.22222222,0,127.2727273,0
OTU2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,27.02702703,0,0,0,0,0,0,16.94915254,0,0,0,0,0,0,0,0,0,0,0,78.94736842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,18.18181818,0
OTU2631,0,0,0,0,0,0,0,0,0,0,0,0,55.55555556,0,0,19.60784314,18.18181818,0,0,0,0,22.72727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.80952381,27.77777778,30.76923077,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0
OTU529,116.2790698,31.25,16.66666667,0,0,0,157.8947368,55.55555556,0,96.77419355,23.25581395,66.66666667,27.77777778,73.17073171,35.0877193,39.21568627,18.18181818,0,0,113.2075472,0,22.72727273,0,0,0,85.71428571,52.63157895,0,27.02702703,27.02702703,28.57142857,71.42857143,80,21.73913043,166.6666667,0,142.8571429,40,51.28205128,0,22.72727273,0,33.89830508,42.55319149,28.57142857,30.3030303,19.23076923,105.2631579,22.22222222,50,17.85714286,0,23.80952381,83.33333333,15.38461538,117.6470588,177.7777778,0,75.75757576,0,21.73913043,0,71.42857143,0,85.71428571,0,22.72727273,111.1111111,57.14285714,18.18181818,0
OTU1995,0,31.25,0,0,0,25,0,27.77777778,0,0,0,0,0,0,0,0,18.18181818,0,0,18.86792453,0,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,27.77777778,0,0,0,0,0,0,0,0,0,28.57142857,0,0,26.31578947,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU11,7255.813953,4906.25,3316.666667,550,1375,4875,6789.473684,4416.666667,4000,6709.677419,7279.069767,7000,6138.888889,4512.195122,4035.087719,10352.94118,7363.636364,10800,5604.651163,13924.5283,878.7878788,4477.272727,2941.176471,1114.285714,4255.813953,7885.714286,1105.263158,615.3846154,4567.567568,4729.72973,2085.714286,5071.428571,13940,3152.173913,9777.777778,8254.237288,7628.571429,5080,4128.205128,238.0952381,6704.545455,320,3864.40678,5446.808511,5285.714286,2060.606061,5230.769231,22973.68421,4977.777778,7525,7089.285714,7333.333333,6690.47619,9527.777778,3630.769231,6458.823529,4533.333333,6736.842105,9590.909091,6694.444444,2934.782609,3131.578947,7053.571429,6342.105263,3571.428571,1948.717949,5681.818182,14133.33333,2142.857143,4600,1312.5
OTU153,511.627907,656.25,533.3333333,100,100,375,684.2105263,416.6666667,296.2962963,548.3870968,465.1162791,700,611.1111111,365.8536585,175.4385965,823.5294118,636.3636364,1175,581.3953488,2207.54717,0,340.9090909,137.254902,85.71428571,186.0465116,514.2857143,175.4385965,0,405.4054054,702.7027027,142.8571429,428.5714286,1720,347.826087,638.8888889,847.4576271,800,500,410.2564103,0,295.4545455,80,254.2372881,319.1489362,257.1428571,212.1212121,346.1538462,842.1052632,355.5555556,550,535.7142857,307.6923077,500,750,338.4615385,494.1176471,488.8888889,447.3684211,575.7575758,555.5555556,86.95652174,157.8947368,642.8571429,684.2105263,228.5714286,179.4871795,363.6363636,1400,171.4285714,418.1818182,93.75
OTU512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1146,0,0,0,0,0,25,0,0,0,32.25806452,23.25581395,0,0,0,0,0,0,0,0,18.86792453,0,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,0,0,0,20,25.64102564,0,0,0,0,0,0,0,0,0,0,0,17.85714286,0,0,0,0,0,0,0,15.15151515,0,0,0,0,26.31578947,0,0,0,0,0,0,0
OTU1520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.52941176,0,0,106.0606061,0,0,0,0,0,0,0,0,0,0,0,0
OTU1222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,0
OTU2615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.72727273,0,0,0,0
OTU568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU653,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,0,0
OTU679,0,0,16.66666667,0,0,25,0,0,0,0,0,0,0,0,0,0,18.18181818,0,0,37.73584906,0,22.72727273,0,0,0,0,0,0,0,0,0,23.80952381,20,0,0,0,0,0,0,0,0,0,0,21.27659574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU157,0,0,0,0,0,0,0,0,37.03703704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.94915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU522,0,0,0,0,0,0,0,0,0,0,23.25581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,16.94915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.77777778,0,0,0,0,0,0,0,0,0,0,0
OTU567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.25581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54385965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.27659574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.94915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU733,0,0,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.25581395,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.15151515,0,0,0,0,0,0,0,0,0,0,0,0
OTU1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303,0,0,0,0,0,0,0,0,0,11.76470588,0,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0
OTU2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.31578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1418,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.25581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU143,0,0,16.66666667,0,0,25,0,0,0,0,23.25581395,0,0,0,0,19.60784314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.80952381,0,0,27.77777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76470588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18181818,0
OTU1044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.31578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1663,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,16.94915254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,0,0,0,25.64102564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.31578947,0,0,0,0,0,0,0
OTU2509,23.25581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.77777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU441,0,0,0,0,0,0,0,0,0,32.25806452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,0,0
OTU316,0,0,0,0,0,0,26.31578947,0,0,0,23.25581395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.23076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.72727273,0,0,0,0
OTU184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.64102564,23.80952381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU1632,0,0,0,0,0,0,0,0,0,0,0,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.85714286,25.64102564,0,0,0,0,22.22222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
